2022/9/30 10:14 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1220,16:00～17:00,9/30,9:46,9,92

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2022/9/30,3:30,768,0
2022/9/30,3:35,777,0
2022/9/30,3:40,785,0
2022/9/30,3:45,795,0
2022/9/30,3:50,794,0
2022/9/30,3:55,789,0
2022/9/30,4:00,799,0
2022/9/30,4:05,808,0
2022/9/30,4:10,808,0
2022/9/30,4:15,809,0
2022/9/30,4:20,800,0
2022/9/30,4:25,806,0
2022/9/30,4:30,813,0
2022/9/30,4:35,820,0
2022/9/30,4:40,834,0
2022/9/30,4:45,825,0
2022/9/30,4:50,829,0
2022/9/30,4:55,838,0
2022/9/30,5:00,839,0
2022/9/30,5:05,833,0
2022/9/30,5:10,830,0
2022/9/30,5:15,838,0
2022/9/30,5:20,843,0
2022/9/30,5:25,847,0
2022/9/30,5:30,842,0
2022/9/30,5:35,850,0
2022/9/30,5:40,835,0
2022/9/30,5:45,833,0
2022/9/30,5:50,834,0
2022/9/30,5:55,826,0
2022/9/30,6:00,817,0
2022/9/30,6:05,836,0
2022/9/30,6:10,833,0
2022/9/30,6:15,829,0
2022/9/30,6:20,826,1
2022/9/30,6:25,829,4
2022/9/30,6:30,816,9
2022/9/30,6:35,813,14
2022/9/30,6:40,808,23
2022/9/30,6:45,807,33
2022/9/30,6:50,814,41
2022/9/30,6:55,814,53
2022/9/30,7:00,817,65
2022/9/30,7:05,803,75
2022/9/30,7:10,813,88
2022/9/30,7:15,810,102
2022/9/30,7:20,812,117
2022/9/30,7:25,801,133
2022/9/30,7:30,800,151
2022/9/30,7:35,804,170
2022/9/30,7:40,809,187
2022/9/30,7:45,810,207
2022/9/30,7:50,828,226
2022/9/30,7:55,809,243
2022/9/30,8:00,833,264
2022/9/30,8:05,833,284
2022/9/30,8:10,835,303
2022/9/30,8:15,846,324
2022/9/30,8:20,857,348
2022/9/30,8:25,861,366
2022/9/30,8:30,867,382
2022/9/30,8:35,877,392
2022/9/30,8:40,876,406
2022/9/30,8:45,879,427
2022/9/30,8:50,889,442
2022/9/30,8:55,901,458
2022/9/30,9:00,908,474
2022/9/30,9:05,912,491
2022/9/30,9:10,911,506
2022/9/30,9:15,928,520
2022/9/30,9:20,925,531
2022/9/30,9:25,933,547
2022/9/30,9:30,946,569
2022/9/30,9:35,959,578
2022/9/30,9:40,971,588
2022/9/30,9:45,956,602
2022/9/30,9:50,967,620
2022/9/30,9:55,961,627
2022/9/30,10:00,970,630
2022/9/30,10:05,981,645
2022/9/30,10:10,978,655
2022/9/30,10:15,,
2022/9/30,10:20,,
2022/9/30,10:25,,
2022/9/30,10:30,,
2022/9/30,10:35,,
2022/9/30,10:40,,
2022/9/30,10:45,,
2022/9/30,10:50,,
2022/9/30,10:55,,
2022/9/30,11:00,,
2022/9/30,11:05,,
2022/9/30,11:10,,
2022/9/30,11:15,,
2022/9/30,11:20,,
2022/9/30,11:25,,
2022/9/30,11:30,,
2022/9/30,11:35,,
2022/9/30,11:40,,
2022/9/30,11:45,,
2022/9/30,11:50,,
2022/9/30,11:55,,
2022/9/30,12:00,,
2022/9/30,12:05,,
2022/9/30,12:10,,
2022/9/30,12:15,,
2022/9/30,12:20,,
2022/9/30,12:25,,
2022/9/30,12:30,,
2022/9/30,12:35,,
2022/9/30,12:40,,
2022/9/30,12:45,,
2022/9/30,12:50,,
2022/9/30,12:55,,
2022/9/30,13:00,,
2022/9/30,13:05,,
2022/9/30,13:10,,
2022/9/30,13:15,,
2022/9/30,13:20,,
2022/9/30,13:25,,
2022/9/30,13:30,,
2022/9/30,13:35,,
2022/9/30,13:40,,
2022/9/30,13:45,,
2022/9/30,13:50,,
2022/9/30,13:55,,
2022/9/30,14:00,,
2022/9/30,14:05,,
2022/9/30,14:10,,
2022/9/30,14:15,,
2022/9/30,14:20,,
2022/9/30,14:25,,
2022/9/30,14:30,,
2022/9/30,14:35,,
2022/9/30,14:40,,
2022/9/30,14:45,,
2022/9/30,14:50,,
2022/9/30,14:55,,
2022/9/30,15:00,,
2022/9/30,15:05,,
2022/9/30,15:10,,
2022/9/30,15:15,,
2022/9/30,15:20,,
2022/9/30,15:25,,
2022/9/30,15:30,,
2022/9/30,15:35,,
2022/9/30,15:40,,
2022/9/30,15:45,,
2022/9/30,15:50,,
2022/9/30,15:55,,
2022/9/30,16:00,,
2022/9/30,16:05,,
2022/9/30,16:10,,
2022/9/30,16:15,,
2022/9/30,16:20,,
2022/9/30,16:25,,
2022/9/30,16:30,,
2022/9/30,16:35,,
2022/9/30,16:40,,
2022/9/30,16:45,,
2022/9/30,16:50,,
2022/9/30,16:55,,
2022/9/30,17:00,,
2022/9/30,17:05,,
2022/9/30,17:10,,
2022/9/30,17:15,,
2022/9/30,17:20,,
2022/9/30,17:25,,
2022/9/30,17:30,,
2022/9/30,17:35,,
2022/9/30,17:40,,
2022/9/30,17:45,,
2022/9/30,17:50,,
2022/9/30,17:55,,
2022/9/30,18:00,,
2022/9/30,18:05,,
2022/9/30,18:10,,
2022/9/30,18:15,,
2022/9/30,18:20,,
2022/9/30,18:25,,
2022/9/30,18:30,,
2022/9/30,18:35,,
2022/9/30,18:40,,
2022/9/30,18:45,,
2022/9/30,18:50,,
2022/9/30,18:55,,
2022/9/30,19:00,,
2022/9/30,19:05,,
2022/9/30,19:10,,
2022/9/30,19:15,,
2022/9/30,19:20,,
2022/9/30,19:25,,
2022/9/30,19:30,,
2022/9/30,19:35,,
2022/9/30,19:40,,
2022/9/30,19:45,,
2022/9/30,19:50,,
2022/9/30,19:55,,
2022/9/30,20:00,,
2022/9/30,20:05,,
2022/9/30,20:10,,
2022/9/30,20:15,,
2022/9/30,20:20,,
2022/9/30,20:25,,
2022/9/30,20:30,,
2022/9/30,20:35,,
2022/9/30,20:40,,
2022/9/30,20:45,,
2022/9/30,20:50,,
2022/9/30,20:55,,
2022/9/30,21:00,,
2022/9/30,21:05,,
2022/9/30,21:10,,
2022/9/30,21:15,,
2022/9/30,21:20,,
2022/9/30,21:25,,
2022/9/30,21:30,,
2022/9/30,21:35,,
2022/9/30,21:40,,
2022/9/30,21:45,,
2022/9/30,21:50,,
2022/9/30,21:55,,
2022/9/30,22:00,,
2022/9/30,22:05,,
2022/9/30,22:10,,
2022/9/30,22:15,,
2022/9/30,22:20,,
2022/9/30,22:25,,
2022/9/30,22:30,,
2022/9/30,22:35,,
2022/9/30,22:40,,
2022/9/30,22:45,,
2022/9/30,22:50,,
2022/9/30,22:55,,
2022/9/30,23:00,,
2022/9/30,23:05,,
2022/9/30,23:10,,
2022/9/30,23:15,,
2022/9/30,23:20,,
2022/9/30,23:25,,
2022/9/30,23:30,,
2022/9/30,23:35,,
2022/9/30,23:40,,
2022/9/30,23:45,,
2022/9/30,23:50,,
2022/9/30,23:55,,

