2022/10/5 9:22 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1152,11:00～12:00,10月5日,9:12,16,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
990,11:00～12:00,10月5日,9:12

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1113,13:00～14:00,10月5日,9:12,15,87

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
971,13:00～14:00,10月5日,9:12

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/10/5,0:00,720,721,71,1012
2022/10/5,1:00,700,710,69,1014
2022/10/5,2:00,711,727,69,1024
2022/10/5,3:00,738,754,71,1033
2022/10/5,4:00,760,772,72,1050
2022/10/5,5:00,768,778,73,1049
2022/10/5,6:00,781,798,73,1067
2022/10/5,7:00,826,829,78,1056
2022/10/5,8:00,909,914,83,1095
2022/10/5,9:00,0,978,0,1113
2022/10/5,10:00,0,976,0,1140
2022/10/5,11:00,0,990,0,1152
2022/10/5,12:00,0,940,0,1088
2022/10/5,13:00,0,971,0,1113
2022/10/5,14:00,0,980,0,1137
2022/10/5,15:00,0,956,0,1143
2022/10/5,16:00,0,975,0,1131
2022/10/5,17:00,0,981,0,1177
2022/10/5,18:00,0,969,0,1122
2022/10/5,19:00,0,906,0,1086
2022/10/5,20:00,0,863,0,1019
2022/10/5,21:00,0,823,0,1024
2022/10/5,22:00,0,786,0,1014
2022/10/5,23:00,0,757,0,1000

最大使用率(%),時間帯
83,8:00～9:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
,,,

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
,,,,,

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2022/10/5,5:45,762,0,67
2022/10/5,5:50,764,1,68
2022/10/5,5:55,765,3,67
2022/10/5,6:00,771,5,67
2022/10/5,6:05,773,7,68
2022/10/5,6:10,769,9,69
2022/10/5,6:15,773,11,70
2022/10/5,6:20,765,15,71
2022/10/5,6:25,771,17,71
2022/10/5,6:30,768,20,70
2022/10/5,6:35,775,22,70
2022/10/5,6:40,790,25,70
2022/10/5,6:45,790,28,73
2022/10/5,6:50,793,32,73
2022/10/5,6:55,800,37,69
2022/10/5,7:00,803,41,67
2022/10/5,7:05,808,45,68
2022/10/5,7:10,812,48,68
2022/10/5,7:15,813,52,68
2022/10/5,7:20,811,56,67
2022/10/5,7:25,814,61,67
2022/10/5,7:30,817,63,67
2022/10/5,7:35,830,64,67
2022/10/5,7:40,828,65,65
2022/10/5,7:45,842,66,64
2022/10/5,7:50,840,69,65
2022/10/5,7:55,848,73,67
2022/10/5,8:00,856,76,67
2022/10/5,8:05,868,79,66
2022/10/5,8:10,877,83,66
2022/10/5,8:15,883,86,67
2022/10/5,8:20,898,90,67
2022/10/5,8:25,908,97,69
2022/10/5,8:30,912,100,71
2022/10/5,8:35,918,97,73
2022/10/5,8:40,925,95,74
2022/10/5,8:45,923,90,74
2022/10/5,8:50,933,92,74
2022/10/5,8:55,939,93,76
2022/10/5,9:00,943,91,77
2022/10/5,9:05,950,93,75
2022/10/5,9:10,957,92,74
2022/10/5,9:15,954,90,74
2022/10/5,9:20,962,92,76
2022/10/5,9:25,,,
2022/10/5,9:30,,,
2022/10/5,9:35,,,
2022/10/5,9:40,,,
2022/10/5,9:45,,,
2022/10/5,9:50,,,
2022/10/5,9:55,,,
2022/10/5,10:00,,,
2022/10/5,10:05,,,
2022/10/5,10:10,,,
2022/10/5,10:15,,,
2022/10/5,10:20,,,
2022/10/5,10:25,,,
2022/10/5,10:30,,,
2022/10/5,10:35,,,
2022/10/5,10:40,,,
2022/10/5,10:45,,,
2022/10/5,10:50,,,
2022/10/5,10:55,,,
2022/10/5,11:00,,,
2022/10/5,11:05,,,
2022/10/5,11:10,,,
2022/10/5,11:15,,,
2022/10/5,11:20,,,
2022/10/5,11:25,,,
2022/10/5,11:30,,,
2022/10/5,11:35,,,
2022/10/5,11:40,,,
2022/10/5,11:45,,,
2022/10/5,11:50,,,
2022/10/5,11:55,,,
2022/10/5,12:00,,,
2022/10/5,12:05,,,
2022/10/5,12:10,,,
2022/10/5,12:15,,,
2022/10/5,12:20,,,
2022/10/5,12:25,,,
2022/10/5,12:30,,,
2022/10/5,12:35,,,
2022/10/5,12:40,,,
2022/10/5,12:45,,,
2022/10/5,12:50,,,
2022/10/5,12:55,,,
2022/10/5,13:00,,,
2022/10/5,13:05,,,
2022/10/5,13:10,,,
2022/10/5,13:15,,,
2022/10/5,13:20,,,
2022/10/5,13:25,,,
2022/10/5,13:30,,,
2022/10/5,13:35,,,
2022/10/5,13:40,,,
2022/10/5,13:45,,,
2022/10/5,13:50,,,
2022/10/5,13:55,,,
2022/10/5,14:00,,,
2022/10/5,14:05,,,
2022/10/5,14:10,,,
2022/10/5,14:15,,,
2022/10/5,14:20,,,
2022/10/5,14:25,,,
2022/10/5,14:30,,,
2022/10/5,14:35,,,
2022/10/5,14:40,,,
2022/10/5,14:45,,,
2022/10/5,14:50,,,
2022/10/5,14:55,,,
2022/10/5,15:00,,,
2022/10/5,15:05,,,
2022/10/5,15:10,,,
2022/10/5,15:15,,,
2022/10/5,15:20,,,
2022/10/5,15:25,,,
2022/10/5,15:30,,,
2022/10/5,15:35,,,
2022/10/5,15:40,,,
2022/10/5,15:45,,,
2022/10/5,15:50,,,
2022/10/5,15:55,,,
2022/10/5,16:00,,,
2022/10/5,16:05,,,
2022/10/5,16:10,,,
2022/10/5,16:15,,,
2022/10/5,16:20,,,
2022/10/5,16:25,,,
2022/10/5,16:30,,,
2022/10/5,16:35,,,
2022/10/5,16:40,,,
2022/10/5,16:45,,,
2022/10/5,16:50,,,
2022/10/5,16:55,,,
2022/10/5,17:00,,,
2022/10/5,17:05,,,
2022/10/5,17:10,,,
2022/10/5,17:15,,,
2022/10/5,17:20,,,
2022/10/5,17:25,,,
2022/10/5,17:30,,,
2022/10/5,17:35,,,
2022/10/5,17:40,,,
2022/10/5,17:45,,,
2022/10/5,17:50,,,
2022/10/5,17:55,,,
2022/10/5,18:00,,,
2022/10/5,18:05,,,
2022/10/5,18:10,,,
2022/10/5,18:15,,,
2022/10/5,18:20,,,
2022/10/5,18:25,,,
2022/10/5,18:30,,,
2022/10/5,18:35,,,
2022/10/5,18:40,,,
2022/10/5,18:45,,,
2022/10/5,18:50,,,
2022/10/5,18:55,,,
2022/10/5,19:00,,,
2022/10/5,19:05,,,
2022/10/5,19:10,,,
2022/10/5,19:15,,,
2022/10/5,19:20,,,
2022/10/5,19:25,,,
2022/10/5,19:30,,,
2022/10/5,19:35,,,
2022/10/5,19:40,,,
2022/10/5,19:45,,,
2022/10/5,19:50,,,
2022/10/5,19:55,,,
2022/10/5,20:00,,,
2022/10/5,20:05,,,
2022/10/5,20:10,,,
2022/10/5,20:15,,,
2022/10/5,20:20,,,
2022/10/5,20:25,,,
2022/10/5,20:30,,,
2022/10/5,20:35,,,
2022/10/5,20:40,,,
2022/10/5,20:45,,,
2022/10/5,20:50,,,
2022/10/5,20:55,,,
2022/10/5,21:00,,,
2022/10/5,21:05,,,
2022/10/5,21:10,,,
2022/10/5,21:15,,,
2022/10/5,21:20,,,
2022/10/5,21:25,,,
2022/10/5,21:30,,,
2022/10/5,21:35,,,
2022/10/5,21:40,,,
2022/10/5,21:45,,,
2022/10/5,21:50,,,
2022/10/5,21:55,,,
2022/10/5,22:00,,,
2022/10/5,22:05,,,
2022/10/5,22:10,,,
2022/10/5,22:15,,,
2022/10/5,22:20,,,
2022/10/5,22:25,,,
2022/10/5,22:30,,,
2022/10/5,22:35,,,
2022/10/5,22:40,,,
2022/10/5,22:45,,,
2022/10/5,22:50,,,
2022/10/5,22:55,,,
2022/10/5,23:00,,,
2022/10/5,23:05,,,
2022/10/5,23:10,,,
2022/10/5,23:15,,,
2022/10/5,23:20,,,
2022/10/5,23:25,,,
2022/10/5,23:30,,,
2022/10/5,23:35,,,
2022/10/5,23:40,,,
2022/10/5,23:45,,,
2022/10/5,23:50,,,
2022/10/5,23:55,,,
