2022/12/6 13:35 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2234,17:00～18:00,12/6,13:13,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

予想気温(最低),予想気温(最高)
,

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/12/6,0:00,1498,0
2022/12/6,0:05,1496,0
2022/12/6,0:10,1493,0
2022/12/6,0:15,1487,0
2022/12/6,0:20,1473,0
2022/12/6,0:25,1465,0
2022/12/6,0:30,1461,0
2022/12/6,0:35,1455,0
2022/12/6,0:40,1440,0
2022/12/6,0:45,1438,0
2022/12/6,0:50,1434,0
2022/12/6,0:55,1439,0
2022/12/6,1:00,1439,0
2022/12/6,1:05,1430,0
2022/12/6,1:10,1432,0
2022/12/6,1:15,1433,0
2022/12/6,1:20,1445,0
2022/12/6,1:25,1442,0
2022/12/6,1:30,1438,0
2022/12/6,1:35,1432,0
2022/12/6,1:40,1429,0
2022/12/6,1:45,1438,0
2022/12/6,1:50,1439,0
2022/12/6,1:55,1451,0
2022/12/6,2:00,1457,0
2022/12/6,2:05,1450,0
2022/12/6,2:10,1457,0
2022/12/6,2:15,1452,0
2022/12/6,2:20,1462,0
2022/12/6,2:25,1475,0
2022/12/6,2:30,1472,0
2022/12/6,2:35,1488,0
2022/12/6,2:40,1494,0
2022/12/6,2:45,1502,0
2022/12/6,2:50,1494,0
2022/12/6,2:55,1484,0
2022/12/6,3:00,1466,0
2022/12/6,3:05,1467,0
2022/12/6,3:10,1470,0
2022/12/6,3:15,1478,0
2022/12/6,3:20,1481,0
2022/12/6,3:25,1463,0
2022/12/6,3:30,1469,0
2022/12/6,3:35,1473,0
2022/12/6,3:40,1473,0
2022/12/6,3:45,1475,0
2022/12/6,3:50,1473,0
2022/12/6,3:55,1463,0
2022/12/6,4:00,1463,0
2022/12/6,4:05,1466,0
2022/12/6,4:10,1471,0
2022/12/6,4:15,1463,0
2022/12/6,4:20,1464,0
2022/12/6,4:25,1454,0
2022/12/6,4:30,1471,0
2022/12/6,4:35,1471,0
2022/12/6,4:40,1491,0
2022/12/6,4:45,1472,0
2022/12/6,4:50,1462,0
2022/12/6,4:55,1465,0
2022/12/6,5:00,1474,0
2022/12/6,5:05,1480,0
2022/12/6,5:10,1481,0
2022/12/6,5:15,1467,0
2022/12/6,5:20,1472,0
2022/12/6,5:25,1490,0
2022/12/6,5:30,1480,0
2022/12/6,5:35,1480,0
2022/12/6,5:40,1474,0
2022/12/6,5:45,1473,0
2022/12/6,5:50,1478,0
2022/12/6,5:55,1481,0
2022/12/6,6:00,1490,0
2022/12/6,6:05,1496,0
2022/12/6,6:10,1512,0
2022/12/6,6:15,1524,0
2022/12/6,6:20,1536,0
2022/12/6,6:25,1548,0
2022/12/6,6:30,1558,0
2022/12/6,6:35,1574,0
2022/12/6,6:40,1591,0
2022/12/6,6:45,1602,0
2022/12/6,6:50,1610,0
2022/12/6,6:55,1607,0
2022/12/6,7:00,1619,0
2022/12/6,7:05,1614,2
2022/12/6,7:10,1644,5
2022/12/6,7:15,1660,10
2022/12/6,7:20,1666,14
2022/12/6,7:25,1677,18
2022/12/6,7:30,1692,22
2022/12/6,7:35,1705,28
2022/12/6,7:40,1719,38
2022/12/6,7:45,1728,46
2022/12/6,7:50,1734,54
2022/12/6,7:55,1739,61
2022/12/6,8:00,1761,70
2022/12/6,8:05,1791,78
2022/12/6,8:10,1808,88
2022/12/6,8:15,1818,96
2022/12/6,8:20,1819,107
2022/12/6,8:25,1828,117
2022/12/6,8:30,1838,128
2022/12/6,8:35,1858,138
2022/12/6,8:40,1881,149
2022/12/6,8:45,1896,160
2022/12/6,8:50,1905,172
2022/12/6,8:55,1907,182
2022/12/6,9:00,1922,193
2022/12/6,9:05,1932,203
2022/12/6,9:10,1940,212
2022/12/6,9:15,1950,224
2022/12/6,9:20,1949,234
2022/12/6,9:25,1939,242
2022/12/6,9:30,1935,254
2022/12/6,9:35,1941,263
2022/12/6,9:40,1940,272
2022/12/6,9:45,1933,280
2022/12/6,9:50,1929,287
2022/12/6,9:55,1936,296
2022/12/6,10:00,1933,304
2022/12/6,10:05,1914,314
2022/12/6,10:10,1897,321
2022/12/6,10:15,1902,327
2022/12/6,10:20,1904,334
2022/12/6,10:25,1902,338
2022/12/6,10:30,1900,344
2022/12/6,10:35,1888,348
2022/12/6,10:40,1890,351
2022/12/6,10:45,1884,352
2022/12/6,10:50,1880,356
2022/12/6,10:55,1895,358
2022/12/6,11:00,1895,358
2022/12/6,11:05,1892,362
2022/12/6,11:10,1894,362
2022/12/6,11:15,1884,363
2022/12/6,11:20,1881,365
2022/12/6,11:25,1872,367
2022/12/6,11:30,1875,366
2022/12/6,11:35,1865,364
2022/12/6,11:40,1869,364
2022/12/6,11:45,1859,362
2022/12/6,11:50,1866,360
2022/12/6,11:55,1851,363
2022/12/6,12:00,1842,362
2022/12/6,12:05,1815,362
2022/12/6,12:10,1787,360
2022/12/6,12:15,1783,358
2022/12/6,12:20,1769,357
2022/12/6,12:25,1766,354
2022/12/6,12:30,1755,350
2022/12/6,12:35,1747,346
2022/12/6,12:40,1743,341
2022/12/6,12:45,1741,333
2022/12/6,12:50,1751,329
2022/12/6,12:55,1763,323
2022/12/6,13:00,1780,314
2022/12/6,13:05,1799,309
2022/12/6,13:10,1812,304
2022/12/6,13:15,1824,299
2022/12/6,13:20,,
2022/12/6,13:25,,
2022/12/6,13:30,,
2022/12/6,13:35,,
2022/12/6,13:40,,
2022/12/6,13:45,,
2022/12/6,13:50,,
2022/12/6,13:55,,
2022/12/6,14:00,,
2022/12/6,14:05,,
2022/12/6,14:10,,
2022/12/6,14:15,,
2022/12/6,14:20,,
2022/12/6,14:25,,
2022/12/6,14:30,,
2022/12/6,14:35,,
2022/12/6,14:40,,
2022/12/6,14:45,,
2022/12/6,14:50,,
2022/12/6,14:55,,
2022/12/6,15:00,,
2022/12/6,15:05,,
2022/12/6,15:10,,
2022/12/6,15:15,,
2022/12/6,15:20,,
2022/12/6,15:25,,
2022/12/6,15:30,,
2022/12/6,15:35,,
2022/12/6,15:40,,
2022/12/6,15:45,,
2022/12/6,15:50,,
2022/12/6,15:55,,
2022/12/6,16:00,,
2022/12/6,16:05,,
2022/12/6,16:10,,
2022/12/6,16:15,,
2022/12/6,16:20,,
2022/12/6,16:25,,
2022/12/6,16:30,,
2022/12/6,16:35,,
2022/12/6,16:40,,
2022/12/6,16:45,,
2022/12/6,16:50,,
2022/12/6,16:55,,
2022/12/6,17:00,,
2022/12/6,17:05,,
2022/12/6,17:10,,
2022/12/6,17:15,,
2022/12/6,17:20,,
2022/12/6,17:25,,
2022/12/6,17:30,,
2022/12/6,17:35,,
2022/12/6,17:40,,
2022/12/6,17:45,,
2022/12/6,17:50,,
2022/12/6,17:55,,
2022/12/6,18:00,,
2022/12/6,18:05,,
2022/12/6,18:10,,
2022/12/6,18:15,,
2022/12/6,18:20,,
2022/12/6,18:25,,
2022/12/6,18:30,,
2022/12/6,18:35,,
2022/12/6,18:40,,
2022/12/6,18:45,,
2022/12/6,18:50,,
2022/12/6,18:55,,
2022/12/6,19:00,,
2022/12/6,19:05,,
2022/12/6,19:10,,
2022/12/6,19:15,,
2022/12/6,19:20,,
2022/12/6,19:25,,
2022/12/6,19:30,,
2022/12/6,19:35,,
2022/12/6,19:40,,
2022/12/6,19:45,,
2022/12/6,19:50,,
2022/12/6,19:55,,
2022/12/6,20:00,,
2022/12/6,20:05,,
2022/12/6,20:10,,
2022/12/6,20:15,,
2022/12/6,20:20,,
2022/12/6,20:25,,
2022/12/6,20:30,,
2022/12/6,20:35,,
2022/12/6,20:40,,
2022/12/6,20:45,,
2022/12/6,20:50,,
2022/12/6,20:55,,
2022/12/6,21:00,,
2022/12/6,21:05,,
2022/12/6,21:10,,
2022/12/6,21:15,,
2022/12/6,21:20,,
2022/12/6,21:25,,
2022/12/6,21:30,,
2022/12/6,21:35,,
2022/12/6,21:40,,
2022/12/6,21:45,,
2022/12/6,21:50,,
2022/12/6,21:55,,
2022/12/6,22:00,,
2022/12/6,22:05,,
2022/12/6,22:10,,
2022/12/6,22:15,,
2022/12/6,22:20,,
2022/12/6,22:25,,
2022/12/6,22:30,,
2022/12/6,22:35,,
2022/12/6,22:40,,
2022/12/6,22:45,,
2022/12/6,22:50,,
2022/12/6,22:55,,
2022/12/6,23:00,,
2022/12/6,23:05,,
2022/12/6,23:10,,
2022/12/6,23:15,,
2022/12/6,23:20,,
2022/12/6,23:25,,
2022/12/6,23:30,,
2022/12/6,23:35,,
2022/12/6,23:40,,
2022/12/6,23:45,,
2022/12/6,23:50,,
2022/12/6,23:55,,
