2022/12/6 13:41 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
488,11:00～12:00,12月6日,10:46,21,82

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2022/12/6,3:15,355,0
2022/12/6,3:20,356,0
2022/12/6,3:25,355,0
2022/12/6,3:30,357,0
2022/12/6,3:35,358,0
2022/12/6,3:40,357,0
2022/12/6,3:45,354,0
2022/12/6,3:50,355,0
2022/12/6,3:55,354,0
2022/12/6,4:00,355,0
2022/12/6,4:05,359,0
2022/12/6,4:10,360,0
2022/12/6,4:15,360,0
2022/12/6,4:20,359,0
2022/12/6,4:25,360,0
2022/12/6,4:30,360,0
2022/12/6,4:35,359,0
2022/12/6,4:40,358,0
2022/12/6,4:45,359,0
2022/12/6,4:50,357,0
2022/12/6,4:55,356,0
2022/12/6,5:00,355,0
2022/12/6,5:05,355,0
2022/12/6,5:10,359,0
2022/12/6,5:15,361,0
2022/12/6,5:20,359,0
2022/12/6,5:25,357,0
2022/12/6,5:30,357,0
2022/12/6,5:35,354,0
2022/12/6,5:40,356,0
2022/12/6,5:45,355,0
2022/12/6,5:50,354,0
2022/12/6,5:55,353,0
2022/12/6,6:00,352,0
2022/12/6,6:05,353,0
2022/12/6,6:10,354,0
2022/12/6,6:15,354,0
2022/12/6,6:20,353,0
2022/12/6,6:25,357,0
2022/12/6,6:30,356,0
2022/12/6,6:35,354,0
2022/12/6,6:40,355,0
2022/12/6,6:45,358,0
2022/12/6,6:50,354,0
2022/12/6,6:55,356,0
2022/12/6,7:00,355,0
2022/12/6,7:05,353,0
2022/12/6,7:10,356,1
2022/12/6,7:15,353,1
2022/12/6,7:20,352,1
2022/12/6,7:25,352,2
2022/12/6,7:30,355,2
2022/12/6,7:35,356,3
2022/12/6,7:40,358,3
2022/12/6,7:45,361,3
2022/12/6,7:50,360,4
2022/12/6,7:55,363,5
2022/12/6,8:00,363,5
2022/12/6,8:05,370,6
2022/12/6,8:10,374,6
2022/12/6,8:15,376,6
2022/12/6,8:20,379,7
2022/12/6,8:25,383,9
2022/12/6,8:30,389,9
2022/12/6,8:35,393,8
2022/12/6,8:40,393,10
2022/12/6,8:45,400,12
2022/12/6,8:50,399,13
2022/12/6,8:55,400,13
2022/12/6,9:00,401,14
2022/12/6,9:05,405,15
2022/12/6,9:10,403,15
2022/12/6,9:15,405,16
2022/12/6,9:20,405,16
2022/12/6,9:25,407,16
2022/12/6,9:30,408,18
2022/12/6,9:35,406,18
2022/12/6,9:40,408,19
2022/12/6,9:45,406,22
2022/12/6,9:50,406,24
2022/12/6,9:55,404,22
2022/12/6,10:00,404,22
2022/12/6,10:05,401,18
2022/12/6,10:10,401,18
2022/12/6,10:15,403,19
2022/12/6,10:20,400,19
2022/12/6,10:25,401,23
2022/12/6,10:30,401,22
2022/12/6,10:35,403,23
2022/12/6,10:40,404,24
2022/12/6,10:45,401,26
2022/12/6,10:50,401,25
2022/12/6,10:55,400,26
2022/12/6,11:00,398,25
2022/12/6,11:05,400,27
2022/12/6,11:10,400,30
2022/12/6,11:15,400,33
2022/12/6,11:20,398,30
2022/12/6,11:25,397,35
2022/12/6,11:30,399,35
2022/12/6,11:35,391,29
2022/12/6,11:40,396,30
2022/12/6,11:45,395,27
2022/12/6,11:50,392,27
2022/12/6,11:55,391,29
2022/12/6,12:00,390,31
2022/12/6,12:05,383,32
2022/12/6,12:10,386,38
2022/12/6,12:15,381,37
2022/12/6,12:20,377,31
2022/12/6,12:25,377,28
2022/12/6,12:30,374,24
2022/12/6,12:35,373,19
2022/12/6,12:40,374,18
2022/12/6,12:45,370,17
2022/12/6,12:50,372,18
2022/12/6,12:55,374,18
2022/12/6,13:00,379,23
2022/12/6,13:05,387,28
2022/12/6,13:10,390,29
2022/12/6,13:15,390,29
2022/12/6,13:20,389,26
2022/12/6,13:25,389,23
2022/12/6,13:30,394,20
2022/12/6,13:35,393,17
2022/12/6,13:40,,
2022/12/6,13:45,,
2022/12/6,13:50,,
2022/12/6,13:55,,
2022/12/6,14:00,,
2022/12/6,14:05,,
2022/12/6,14:10,,
2022/12/6,14:15,,
2022/12/6,14:20,,
2022/12/6,14:25,,
2022/12/6,14:30,,
2022/12/6,14:35,,
2022/12/6,14:40,,
2022/12/6,14:45,,
2022/12/6,14:50,,
2022/12/6,14:55,,
2022/12/6,15:00,,
2022/12/6,15:05,,
2022/12/6,15:10,,
2022/12/6,15:15,,
2022/12/6,15:20,,
2022/12/6,15:25,,
2022/12/6,15:30,,
2022/12/6,15:35,,
2022/12/6,15:40,,
2022/12/6,15:45,,
2022/12/6,15:50,,
2022/12/6,15:55,,
2022/12/6,16:00,,
2022/12/6,16:05,,
2022/12/6,16:10,,
2022/12/6,16:15,,
2022/12/6,16:20,,
2022/12/6,16:25,,
2022/12/6,16:30,,
2022/12/6,16:35,,
2022/12/6,16:40,,
2022/12/6,16:45,,
2022/12/6,16:50,,
2022/12/6,16:55,,
2022/12/6,17:00,,
2022/12/6,17:05,,
2022/12/6,17:10,,
2022/12/6,17:15,,
2022/12/6,17:20,,
2022/12/6,17:25,,
2022/12/6,17:30,,
2022/12/6,17:35,,
2022/12/6,17:40,,
2022/12/6,17:45,,
2022/12/6,17:50,,
2022/12/6,17:55,,
2022/12/6,18:00,,
2022/12/6,18:05,,
2022/12/6,18:10,,
2022/12/6,18:15,,
2022/12/6,18:20,,
2022/12/6,18:25,,
2022/12/6,18:30,,
2022/12/6,18:35,,
2022/12/6,18:40,,
2022/12/6,18:45,,
2022/12/6,18:50,,
2022/12/6,18:55,,
2022/12/6,19:00,,
2022/12/6,19:05,,
2022/12/6,19:10,,
2022/12/6,19:15,,
2022/12/6,19:20,,
2022/12/6,19:25,,
2022/12/6,19:30,,
2022/12/6,19:35,,
2022/12/6,19:40,,
2022/12/6,19:45,,
2022/12/6,19:50,,
2022/12/6,19:55,,
2022/12/6,20:00,,
2022/12/6,20:05,,
2022/12/6,20:10,,
2022/12/6,20:15,,
2022/12/6,20:20,,
2022/12/6,20:25,,
2022/12/6,20:30,,
2022/12/6,20:35,,
2022/12/6,20:40,,
2022/12/6,20:45,,
2022/12/6,20:50,,
2022/12/6,20:55,,
2022/12/6,21:00,,
2022/12/6,21:05,,
2022/12/6,21:10,,
2022/12/6,21:15,,
2022/12/6,21:20,,
2022/12/6,21:25,,
2022/12/6,21:30,,
2022/12/6,21:35,,
2022/12/6,21:40,,
2022/12/6,21:45,,
2022/12/6,21:50,,
2022/12/6,21:55,,
2022/12/6,22:00,,
2022/12/6,22:05,,
2022/12/6,22:10,,
2022/12/6,22:15,,
2022/12/6,22:20,,
2022/12/6,22:25,,
2022/12/6,22:30,,
2022/12/6,22:35,,
2022/12/6,22:40,,
2022/12/6,22:45,,
2022/12/6,22:50,,
2022/12/6,22:55,,
2022/12/6,23:00,,
2022/12/6,23:05,,
2022/12/6,23:10,,
2022/12/6,23:15,,
2022/12/6,23:20,,
2022/12/6,23:25,,
2022/12/6,23:30,,
2022/12/6,23:35,,
2022/12/6,23:40,,
2022/12/6,23:45,,
2022/12/6,23:50,,
2022/12/6,23:55,,
